hs_Character,hs_Rank_Rich_Nationality,hs_Rank_Rich_NativePlace_Cn,hs_Rank_Rich_NativePlace_En,hs_Rank_Rich_BirthPlace_Cn,hs_Rank_Rich_BirthPlace_En,hs_Rank_Rich_Permanent_Cn,hs_Rank_Rich_Permanent_En,hs_Rank_Rich_Photo,hs_Rank_Rich_Age,hs_Rank_Rich_Gender,hs_Rank_Rich_Education_Cn,hs_Rank_Rich_Education_En,hs_Rank_Rich_School_Cn,hs_Rank_Rich_School_En,hs_Rank_Rich_Year,hs_Rank_Rich_Relations,hs_Rank_Rich_MTime,hs_Rank_Rich_ID,hs_Rank_Rich_ListID,hs_Rank_Rich_Ranking,hs_Rank_Rich_Ranking_Change,hs_Rank_Rich_Wealth,hs_Rank_Rich_Wealth_USD,hs_Rank_Rich_Wealth_Change,hs_Rank_Rich_Certificate,hs_Rank_Rich_ChaName_Cn,hs_Rank_Rich_ChaName_En,hs_Rank_Rich_Cha_ID,hs_Rank_Rich_ComName_Cn,hs_Rank_Rich_ComName_En,hs_Rank_Rich_ComHeadquarters_Cn,hs_Rank_Rich_ComHeadquarters_En,hs_Rank_Rich_Industry_Cn,hs_Rank_Rich_Industry_En,hs_Rank_Rich_Com_ID,hs_RichAndCha
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1963-06-25', 'hs_Character_Age': '61', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 15, 'hs_Character_Fullname_Cn': '李书福', 'hs_Character_Fullname_En': 'Li Shufu', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '书福', 'hs_Character_Surname_En': 'Li', 'hs_Character_Name_En': 'Shufu', 'hs_Character_Photo': 'https://res.hurun.net/photo/000015_Li_Shufu.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-浙江-台州', 'hs_Character_NativePlace_En': 'China-Zhejiang-Taizhou', 'hs_Character_BirthPlace_Cn': '中国-浙江-台州', 'hs_Character_BirthPlace_En': 'China-Zhejiang-Taizhou', 'hs_Character_Permanent_Cn': '中国-浙江-杭州', 'hs_Character_Permanent_En': 'China-Zhejiang-Hangzhou', 'hs_Character_Education_Cn': '博士', 'hs_Character_Education_En': 'Doctorate', 'hs_Character_School_Cn': '哈工大、燕山、哈工大', 'hs_Character_School_En': '哈尔滨工业大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27564,208,11,-2,1450.0,20400.0,-17%,,李书福,Li Shufu,15,吉利,Geely,浙江杭州,Zhejiang,汽车制造,Car Manufacturing,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1986-01-01', 'hs_Character_Age': '38', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 10, 'hs_Character_Fullname_Cn': '严昊', 'hs_Character_Fullname_En': 'Yan Hao', 'hs_Character_Surname_Cn': '严', 'hs_Character_Name_Cn': '昊', 'hs_Character_Surname_En': 'Yan', 'hs_Character_Name_En': 'Hao', 'hs_Character_Photo': 'https://res.hurun.net/photo/000010_Yan_Hao.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-淮安', 'hs_Character_NativePlace_En': 'China-Jiangsu-Huai’an', 'hs_Character_BirthPlace_Cn': '中国-江苏-淮安', 'hs_Character_BirthPlace_En': 'China -Jiangsu - Huai’an', 'hs_Character_Permanent_Cn': '中国-江苏-南京', 'hs_Character_Permanent_En': 'China-Jiangsu-Nanjing', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '南京师范大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27565,208,11,1,1450.0,20400.0,-3%,,严昊,Yan Hao,10,太平洋建设,China Pacific Construction,新疆乌鲁木齐,Xinjiang,基础建设,Roads,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1981-01-01', 'hs_Character_Age': '43', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 111, 'hs_Character_Fullname_Cn': '张刚', 'hs_Character_Fullname_En': 'Zhang Gang', 'hs_Character_Surname_Cn': '张', 'hs_Character_Name_Cn': '刚', 'hs_Character_Surname_En': 'Zhang', 'hs_Character_Name_En': 'Gang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-山东-聊城', 'hs_Character_NativePlace_En': 'China-Shandong-Liaocheng', 'hs_Character_BirthPlace_Cn': '中国-山东-聊城', 'hs_Character_BirthPlace_En': 'China -Shandong - Liaocheng', 'hs_Character_Permanent_Cn': '中国-山东-聊城', 'hs_Character_Permanent_En': 'China -Shandong - Liaocheng', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '西北工业、澳大利亚中央昆士兰大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27566,208,11,5,1450.0,20400.0,7%,,张刚,Zhang Gang,111,信发铝电,Xinfalyudian,山东聊城,Shandong,电解铝、氧化铝,Aluminum,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6446, 'hs_Character_Fullname_Cn': '李蔡美灵', 'hs_Character_Fullname_En': 'Lee Choi Mei Ling', 'hs_Character_Surname_Cn': '李', 'hs_Character_Name_Cn': '蔡美灵', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-香港', 'hs_Character_NativePlace_En': 'China-Hong Kong', 'hs_Character_BirthPlace_Cn': '中国-香港', 'hs_Character_BirthPlace_En': 'China-Hong Kong', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': 'China-Hong Kong', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27567,208,14,0,1400.0,19700.0,0%,,李蔡美灵,Lee Choi Mei Ling,6446,李锦记,Lee Kun Kee,香港,Hong Kong,调味品,Food Processing,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1963-01-01', 'hs_Character_Age': '61', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 87, 'hs_Character_Fullname_Cn': '吕向阳', 'hs_Character_Fullname_En': 'Lyu Xiangyang', 'hs_Character_Surname_Cn': '吕', 'hs_Character_Name_Cn': '向阳', 'hs_Character_Surname_En': 'Lyu', 'hs_Character_Name_En': 'Xiangyang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-安徽-芜湖', 'hs_Character_NativePlace_En': 'China-Anhui-Wuhu', 'hs_Character_BirthPlace_Cn': '中国-安徽-芜湖', 'hs_Character_BirthPlace_En': 'China -Anhui - Wuhu', 'hs_Character_Permanent_Cn': '中国-广东-广州', 'hs_Character_Permanent_En': 'China-Guangdong-Guangzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1961-01-01', 'hs_Character_Age': '63', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1835, 'hs_Character_Fullname_Cn': '张长虹', 'hs_Character_Fullname_En': 'Zhang Changhong', 'hs_Character_Surname_Cn': '张', 'hs_Character_Name_Cn': '长虹', 'hs_Character_Surname_En': 'Zhang', 'hs_Character_Name_En': 'Changhong', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-广州', 'hs_Character_Permanent_En': 'China-Guangdong-Guangzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,27568,208,14,0,1400.0,19700.0,0%,,吕向阳、张长虹,Lyu Xiangyang、Zhang Changhong,87、1835,融捷,Youngy,广东广州,Guangdong,投资,Investments,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-01-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 16, 'hs_Character_Fullname_Cn': '秦英林', 'hs_Character_Fullname_En': 'Qin Yinglin', 'hs_Character_Surname_Cn': '秦', 'hs_Character_Name_Cn': '英林', 'hs_Character_Surname_En': 'Qin', 'hs_Character_Name_En': 'Yinglin', 'hs_Character_Photo': 'https://res.hurun.net/photo/000016_Qin_Yinglin.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-河南-南阳', 'hs_Character_NativePlace_En': 'China-Henan-Nanyang', 'hs_Character_BirthPlace_Cn': '中国-河南-南阳', 'hs_Character_BirthPlace_En': 'China - Henan - Nanyang', 'hs_Character_Permanent_Cn': '中国-河南-南阳', 'hs_Character_Permanent_En': 'China - Henan - Nanyang', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '河南农业大学', 'hs_Character_School_En': '河南农业大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1966-01-01', 'hs_Character_Age': '58', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1824, 'hs_Character_Fullname_Cn': '钱瑛', 'hs_Character_Fullname_En': 'Qian Ying', 'hs_Character_Surname_Cn': '钱', 'hs_Character_Name_Cn': '瑛', 'hs_Character_Surname_En': 'Qian', 'hs_Character_Name_En': 'Ying', 'hs_Character_Photo': 'https://res.hurun.net/photo/001824_Qian_Ying.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-河南-南阳', 'hs_Character_Permanent_En': 'China - Henan - Nanyang', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,27569,208,16,-3,1350.0,19000.0,-7%,,秦英林、钱瑛,Qin Yinglin、Qian Ying,16、1824,牧原,Muyuan,河南南阳,Henan,畜牧,Pig Farming,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1966-02-01', 'hs_Character_Age': '58', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 97, 'hs_Character_Fullname_Cn': '王传福', 'hs_Character_Fullname_En': 'Wang Chuanfu', 'hs_Character_Surname_Cn': '王', 'hs_Character_Name_Cn': '传福', 'hs_Character_Surname_En': 'Wang', 'hs_Character_Name_En': 'Chuanfu', 'hs_Character_Photo': 'https://res.hurun.net/photo/000097_Wang_Chuanfu.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-安徽-芜湖', 'hs_Character_NativePlace_En': 'China-Anhui-Wuhu', 'hs_Character_BirthPlace_Cn': '中国-安徽-芜湖', 'hs_Character_BirthPlace_En': 'China -Anhui - Wuhu', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '中南', 'hs_Character_School_En': '中南大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27570,208,16,0,1350.0,19000.0,0%,,王传福,Wang Chuanfu,97,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1977-01-01', 'hs_Character_Age': '47', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 206, 'hs_Character_Fullname_Cn': '赵长鹏', 'hs_Character_Fullname_En': 'Zhao Changpeng', 'hs_Character_Surname_Cn': '赵', 'hs_Character_Name_Cn': '长鹏', 'hs_Character_Surname_En': 'Zhao', 'hs_Character_Name_En': 'Changpeng', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-江苏-连云港', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Lianyungang', 'hs_Character_Permanent_Cn': '阿联酋迪拜', 'hs_Character_Permanent_En': 'United Arab Emirates-Dubai', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '麦吉尔大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27571,208,16,81,1350.0,19000.0,200%,,赵长鹏,Zhao Changpeng,206,币安,Binance,美国,USA,虚拟货币交易所,Blockchain,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1969-12-01', 'hs_Character_Age': '55', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 29, 'hs_Character_Fullname_Cn': '雷军', 'hs_Character_Fullname_En': 'Lei Jun', 'hs_Character_Surname_Cn': '雷', 'hs_Character_Name_Cn': '军', 'hs_Character_Surname_En': 'Lei', 'hs_Character_Name_En': 'Jun', 'hs_Character_Photo': 'https://res.hurun.net/photo/000029_Lei_Jun.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-湖北-仙桃', 'hs_Character_NativePlace_En': 'China-Hubei-FairyPeach', 'hs_Character_BirthPlace_Cn': '中国-湖北-仙桃', 'hs_Character_BirthPlace_En': 'China -Hubei - Fairy Peach', 'hs_Character_Permanent_Cn': '中国-北京', 'hs_Character_Permanent_En': 'China-Beijing', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '武大', 'hs_Character_School_En': '武汉大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27572,208,19,15,1300.0,18300.0,38%,,雷军,Lei Jun,29,小米,Xiaomi,北京,Beijing,智能硬件与技术、投资,"IoT, Investments",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1971-01-01', 'hs_Character_Age': '53', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 13, 'hs_Character_Fullname_Cn': '陈建华', 'hs_Character_Fullname_En': 'Chen Jianhua', 'hs_Character_Surname_Cn': '陈', 'hs_Character_Name_Cn': '建华', 'hs_Character_Surname_En': 'Chen', 'hs_Character_Name_En': 'Jianhua', 'hs_Character_Photo': 'https://res.hurun.net/photo/000013_Chen_Jianhua.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-苏州', 'hs_Character_NativePlace_En': 'China-Jiangsu-Suzhou', 'hs_Character_BirthPlace_Cn': '中国-江苏-苏州', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Suzhou', 'hs_Character_Permanent_Cn': '中国-江苏-苏州', 'hs_Character_Permanent_En': 'China-Jiangsu-Suzhou', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '南京师范', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1967-01-01', 'hs_Character_Age': '57', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1823, 'hs_Character_Fullname_Cn': '范红卫', 'hs_Character_Fullname_En': 'Fan Hongwei', 'hs_Character_Surname_Cn': '范', 'hs_Character_Name_Cn': '红卫', 'hs_Character_Surname_En': 'Fan', 'hs_Character_Name_En': 'Hongwei', 'hs_Character_Photo': 'https://res.hurun.net/photo/001823_Fan_Hongwei.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-江苏-苏州', 'hs_Character_Permanent_En': 'China-Jiangsu-Suzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,27573,208,20,0,1250.0,17600.0,0%,,陈建华、范红卫,Chen Jianhua、Fan Hongwei,13、1823,恒力,Hengli,江苏苏州,Jiangsu,化纤、石化、房地产,"Textiles, Chemical Fiber, Real Estate",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1972-01-01', 'hs_Character_Age': '52', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 14, 'hs_Character_Fullname_Cn': '张志东', 'hs_Character_Fullname_En': 'Zhang Zhidong', 'hs_Character_Surname_Cn': '张', 'hs_Character_Name_Cn': '志东', 'hs_Character_Surname_En': 'Zhang', 'hs_Character_Name_En': 'Zhidong', 'hs_Character_Photo': 'https://res.hurun.net/photo/000014_Zhang_Zhidong.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-广东-东莞', 'hs_Character_NativePlace_En': 'China-Guangdong-Dongguan', 'hs_Character_BirthPlace_Cn': '中国-广东-东莞', 'hs_Character_BirthPlace_En': 'China-Guangdong-Dongguan', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '深圳、华南理工', 'hs_Character_School_En': '华南理工大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27574,208,20,6,1250.0,17600.0,14%,,张志东,Zhang Zhidong,14,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1948-06-01', 'hs_Character_Age': '76', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 30, 'hs_Character_Fullname_Cn': '刘永行', 'hs_Character_Fullname_En': 'Liu Yongxing', 'hs_Character_Surname_Cn': '刘', 'hs_Character_Name_Cn': '永行', 'hs_Character_Surname_En': 'Liu', 'hs_Character_Name_En': 'Yongxing', 'hs_Character_Photo': 'https://res.hurun.net/photo/000030_Liu_Yongxing.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-四川-成都', 'hs_Character_BirthPlace_En': 'China - Sichuan-Chengdu', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '博士', 'hs_Character_Education_En': 'Doctorate', 'hs_Character_School_Cn': '西华、恒生国际、美国波士顿', 'hs_Character_School_En': '西华大学', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1975-01-01', 'hs_Character_Age': '49', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5948, 'hs_Character_Fullname_Cn': '刘相宇', 'hs_Character_Fullname_En': 'Liu Xiangyu', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,父子,2024-10-29 12:00:00,27575,208,22,-4,1200.0,16900.0,-8%,,刘永行、刘相宇,Liu Yongxing、Liu Xiangyu,30、5948,东方希望,East Hope,上海浦东,Shanghai,氧化铝、重化工、饲料,"Aluminium, Feed",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1970-01-01', 'hs_Character_Age': '54', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 12, 'hs_Character_Fullname_Cn': '王卫', 'hs_Character_Fullname_En': 'Wang Wei', 'hs_Character_Surname_Cn': '王', 'hs_Character_Name_Cn': '卫', 'hs_Character_Surname_En': 'Wang', 'hs_Character_Name_En': 'Wei', 'hs_Character_Photo': 'https://res.hurun.net/photo/000012_Wang_Wei.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-广东-河源', 'hs_Character_NativePlace_En': 'China-Guangdong-Heyuan', 'hs_Character_BirthPlace_Cn': '中国-上海', 'hs_Character_BirthPlace_En': 'China-Shanghai', 'hs_Character_Permanent_Cn': '中国-香港', 'hs_Character_Permanent_En': 'China-Hong Kong', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,27576,208,23,-3,1100.0,15500.0,-12%,,王卫,Wang Wei,12,顺丰,SF,广东深圳,Guangdong,快递,Express Delivery,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1964-01-01', 'hs_Character_Age': '60', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 88, 'hs_Character_Fullname_Cn': '魏建军', 'hs_Character_Fullname_En': 'Wei Jianjun', 'hs_Character_Surname_Cn': '魏', 'hs_Character_Name_Cn': '建军', 'hs_Character_Surname_En': 'Wei', 'hs_Character_Name_En': 'Jianjun', 'hs_Character_Photo': 'https://res.hurun.net/photo/000088_Wei_Jianjun.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-河北-保定', 'hs_Character_NativePlace_En': 'China-Hebei-Baoding', 'hs_Character_BirthPlace_Cn': '中国-河北-保定', 'hs_Character_BirthPlace_En': 'China-Hebei-Baoding', 'hs_Character_Permanent_Cn': '中国-河北-保定', 'hs_Character_Permanent_En': 'China-Hebei-Baoding', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1966-01-01', 'hs_Character_Age': '58', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1836, 'hs_Character_Fullname_Cn': '韩雪娟', 'hs_Character_Fullname_En': 'Hang Xuejuan', 'hs_Character_Surname_Cn': '韩', 'hs_Character_Name_Cn': '雪娟', 'hs_Character_Surname_En': 'Hang', 'hs_Character_Name_En': 'Xuejuan', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-河北-保定', 'hs_Character_Permanent_En': 'China-Hebei-Baoding', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,27577,208,23,1,1100.0,15500.0,-8%,,魏建军、韩雪娟,Wei Jianjun、Han Xuejuan,88、1836,长城,Great Wall Motor,河北保定,Hebei,汽车制造,Automobile,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1946-01-01', 'hs_Character_Age': '78', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 36, 'hs_Character_Fullname_Cn': '郑淑良', 'hs_Character_Fullname_En': 'Zheng Shuliang', 'hs_Character_Surname_Cn': '郑', 'hs_Character_Name_Cn': '淑良', 'hs_Character_Surname_En': 'Zheng', 'hs_Character_Name_En': 'Shuliang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-山东-滨州', 'hs_Character_NativePlace_En': 'China-Shandong-Binzhou', 'hs_Character_BirthPlace_Cn': '中国-山东', 'hs_Character_BirthPlace_En': 'China-Shandong', 'hs_Character_Permanent_Cn': '中国-山东-滨州', 'hs_Character_Permanent_En': 'China-Shandong-Binzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,27578,208,23,15,1100.0,15500.0,31%,,郑淑良,Zheng Shuliang,36,魏桥创业,Weiqiao Pioneering,山东滨州,Shandong,铝业、纺织,"Aluminum, Textiles",0,
